ID,business_type,campaign_goal,budget_level,campaign_duration,area_type,active_hours,ad_style,interaction_goal,offer_type,business_stage,best_place
2202,supermarket,product_launch,low,mid_month,inside_mall,noon,coupon_offer,store_visit,product,established,malls
2203,gaming_arcade,sales,medium,long_2months,main_street,evening,coupon_offer,purchase,service,famous,malls
2204,beauty_salon,sales,medium,short_week,inside_mall,evening,short_video,website_visit,product,established,malls
2205,restaurant,sales,medium,short_week,inside_mall,noon,short_video,store_visit,product,famous,malls
2206,clinic,footfall,medium,mid_month,main_street,evening,short_video,purchase,product,established,streets
2207,restaurant,sales,medium,mid_month,main_street,evening,short_video,store_visit,product,established,entertainment_restaurants
2208,clinic,awareness,low,mid_month,inside_mall,evening,short_video,purchase,product,established,malls
2209,restaurant,footfall,medium,long_2months,main_street,morning,short_video,store_visit,product,famous,malls
2210,gaming_arcade,footfall,medium,mid_month,near_entertainment,morning,static_image,store_visit,service,established,streets
2211,restaurant,footfall,medium,short_week,inside_mall,noon,coupon_offer,purchase,product,established,entertainment_restaurants
2212,restaurant,sales,high,mid_month,inside_mall,evening,short_video,store_visit,experience,new,entertainment_restaurants
2213,electronics,footfall,high,mid_month,inside_mall,evening,static_image,store_visit,product,new,malls
2214,gaming_arcade,awareness,medium,short_week,near_entertainment,morning,coupon_offer,social_follow,service,established,entertainment_restaurants
2215,supermarket,sales,low,long_2months,near_entertainment,morning,short_video,store_visit,service,new,entertainment_restaurants
2216,education_center,sales,high,short_week,inside_mall,noon,static_image,social_follow,product,new,malls
2217,cafe,footfall,low,short_week,near_entertainment,evening,static_image,purchase,service,new,entertainment_restaurants
2218,cafe,awareness,low,mid_month,near_entertainment,noon,short_video,purchase,product,new,entertainment_restaurants
2219,cafe,sales,medium,mid_month,near_entertainment,noon,static_image,store_visit,experience,established,entertainment_restaurants
2220,clinic,awareness,medium,mid_month,inside_mall,noon,short_video,purchase,product,famous,malls
2221,clinic,sales,medium,short_week,near_entertainment,morning,coupon_offer,store_visit,service,established,malls
2222,electronics,footfall,medium,short_week,near_entertainment,noon,static_image,store_visit,service,famous,malls
2223,education_center,sales,low,mid_month,near_entertainment,noon,short_video,store_visit,product,established,entertainment_restaurants
2224,restaurant,footfall,medium,short_week,main_street,evening,short_video,store_visit,product,established,streets
2225,gaming_arcade,footfall,medium,mid_month,main_street,evening,static_image,website_visit,product,established,streets
2226,restaurant,awareness,high,mid_month,inside_mall,noon,short_video,store_visit,product,established,streets
2227,cafe,product_launch,medium,long_2months,inside_mall,noon,coupon_offer,website_visit,service,new,entertainment_restaurants
2228,education_center,awareness,medium,mid_month,inside_mall,evening,static_image,store_visit,service,famous,malls
2229,beauty_salon,product_launch,medium,short_week,near_entertainment,evening,short_video,purchase,product,established,entertainment_restaurants
2230,supermarket,footfall,high,mid_month,inside_mall,morning,static_image,social_follow,experience,established,malls
2231,electronics,awareness,medium,long_2months,near_entertainment,morning,coupon_offer,purchase,product,famous,malls
2232,cafe,sales,medium,mid_month,main_street,evening,coupon_offer,store_visit,experience,new,malls
2233,gym,footfall,low,short_week,main_street,evening,coupon_offer,purchase,product,established,streets
2234,gym,sales,medium,long_2months,inside_mall,noon,short_video,store_visit,experience,established,entertainment_restaurants
2235,clinic,footfall,medium,long_2months,near_entertainment,noon,short_video,store_visit,product,famous,malls
2236,fashion_store,sales,low,mid_month,inside_mall,evening,short_video,website_visit,product,established,malls
2237,gym,sales,low,short_week,near_entertainment,morning,short_video,purchase,product,established,entertainment_restaurants
2238,restaurant,awareness,high,long_2months,inside_mall,evening,static_image,purchase,product,established,entertainment_restaurants
2239,cafe,sales,medium,mid_month,main_street,evening,static_image,purchase,product,established,streets
2240,education_center,awareness,medium,mid_month,main_street,evening,coupon_offer,purchase,product,established,streets
2241,gym,awareness,high,long_2months,near_entertainment,evening,static_image,website_visit,service,established,entertainment_restaurants
2242,restaurant,product_launch,medium,mid_month,inside_mall,evening,short_video,store_visit,product,established,entertainment_restaurants
2243,clinic,sales,medium,short_week,inside_mall,evening,static_image,store_visit,product,established,streets
2244,electronics,sales,low,short_week,inside_mall,evening,coupon_offer,purchase,product,new,malls
2245,beauty_salon,awareness,low,mid_month,near_entertainment,evening,coupon_offer,purchase,product,famous,malls
2246,restaurant,product_launch,medium,short_week,main_street,evening,static_image,purchase,product,established,entertainment_restaurants
2247,supermarket,product_launch,low,short_week,near_entertainment,noon,static_image,website_visit,experience,established,streets
2248,electronics,footfall,low,mid_month,main_street,noon,static_image,store_visit,product,established,streets
2249,clinic,awareness,medium,long_2months,main_street,morning,short_video,store_visit,product,famous,malls
2250,restaurant,footfall,low,mid_month,main_street,evening,short_video,store_visit,service,established,streets
2251,supermarket,sales,high,mid_month,main_street,noon,coupon_offer,store_visit,product,new,malls
2252,electronics,sales,low,short_week,near_entertainment,morning,static_image,store_visit,product,established,malls
2253,cafe,sales,low,short_week,inside_mall,evening,short_video,store_visit,experience,famous,malls
2254,gym,awareness,medium,short_week,inside_mall,morning,coupon_offer,purchase,service,established,streets
2255,supermarket,footfall,low,short_week,near_entertainment,evening,short_video,purchase,product,established,entertainment_restaurants
2256,cafe,product_launch,medium,short_week,near_entertainment,noon,coupon_offer,social_follow,service,established,entertainment_restaurants
2257,restaurant,footfall,low,long_2months,near_entertainment,morning,static_image,store_visit,experience,established,malls
2258,education_center,footfall,medium,mid_month,main_street,evening,coupon_offer,store_visit,product,established,streets
2259,cafe,awareness,medium,short_week,near_entertainment,evening,static_image,purchase,product,new,entertainment_restaurants
2260,electronics,awareness,high,short_week,inside_mall,evening,coupon_offer,store_visit,product,established,malls
2261,clinic,awareness,low,mid_month,inside_mall,evening,coupon_offer,store_visit,product,new,streets
2262,fashion_store,product_launch,low,mid_month,inside_mall,morning,coupon_offer,store_visit,product,new,streets
2263,restaurant,sales,low,short_week,main_street,morning,static_image,purchase,service,famous,malls
2264,clinic,sales,medium,short_week,main_street,evening,short_video,purchase,product,famous,malls
2265,supermarket,awareness,low,mid_month,inside_mall,evening,coupon_offer,website_visit,product,new,malls
2266,restaurant,footfall,medium,short_week,main_street,morning,static_image,store_visit,service,established,streets
2267,restaurant,awareness,high,mid_month,main_street,morning,static_image,store_visit,service,established,streets
2268,supermarket,product_launch,low,short_week,near_entertainment,noon,static_image,store_visit,service,famous,malls
2269,fashion_store,sales,medium,mid_month,main_street,evening,static_image,purchase,product,established,streets
2270,supermarket,footfall,high,mid_month,main_street,evening,static_image,website_visit,service,new,entertainment_restaurants
2271,beauty_salon,sales,low,mid_month,inside_mall,evening,static_image,social_follow,product,established,malls
2272,cafe,awareness,low,mid_month,main_street,evening,static_image,purchase,product,established,streets
2273,restaurant,sales,low,short_week,near_entertainment,evening,short_video,website_visit,product,established,entertainment_restaurants
2274,electronics,awareness,medium,mid_month,inside_mall,evening,short_video,purchase,service,famous,malls
2275,fashion_store,sales,medium,short_week,inside_mall,noon,static_image,store_visit,service,new,malls
2276,electronics,product_launch,medium,long_2months,inside_mall,evening,coupon_offer,purchase,service,new,malls
2277,education_center,sales,low,long_2months,near_entertainment,morning,short_video,store_visit,service,new,entertainment_restaurants
2278,beauty_salon,footfall,medium,mid_month,main_street,evening,coupon_offer,purchase,product,new,streets
2279,gym,awareness,high,mid_month,near_entertainment,evening,static_image,website_visit,experience,established,entertainment_restaurants
2280,clinic,awareness,low,long_2months,main_street,evening,short_video,website_visit,service,established,streets
2281,education_center,sales,low,short_week,main_street,evening,short_video,purchase,product,famous,malls
2282,electronics,footfall,high,mid_month,near_entertainment,evening,short_video,purchase,product,famous,malls
2283,gaming_arcade,footfall,medium,long_2months,inside_mall,evening,static_image,social_follow,service,new,entertainment_restaurants
2284,cafe,sales,medium,mid_month,inside_mall,noon,short_video,social_follow,product,famous,entertainment_restaurants
2285,electronics,footfall,medium,short_week,main_street,noon,short_video,store_visit,product,established,streets
2286,restaurant,sales,low,long_2months,inside_mall,noon,coupon_offer,store_visit,service,famous,malls
2287,electronics,footfall,medium,short_week,near_entertainment,morning,static_image,social_follow,product,famous,entertainment_restaurants
